2015-03-04 10:48:56:20,18.1856,-67.0376,25,2.43
2015-03-04 13:20:16:80,17.8355,-65.602,18,1.62
2015-03-04 19:30:51:18,19.1256,-64.5663,47,2.87
2015-03-05 02:24:53:76,19.5468,-68.493,46,3.44
2015-03-05 11:45:14:80,18.528,-64.4851,48,1.83
2015-03-05 19:45:10:01,18.6865,-64.5761,26,3.18
2015-03-05 21:07:27:12,17.9131,-66.6838,2,1.17
2015-03-06 02:50:58:77,17.9655,-66.022,15,2.09
2015-03-06 03:22:03:32,18.8586,-65.8065,15,3.05
2015-03-06 10:53:22:54,19.0713,-65.5586,30,2.86
2015-03-06 10:55:34:00,19.0931,-65.4681,25,2.73
2015-03-06 11:16:01:89,19.5538,-65.1201,34,0
2015-03-06 11:55:21:12,19.1356,-65.247,34,2.81
2015-03-06 12:52:39:53,18.7505,-65.4046,63,2.28
2015-03-06 22:04:54:09,18.8215,-64.349,32,2.16
2015-03-07 03:41:22:62,19.6211,-65.3525,74,3.34
2015-03-07 03:42:54:63,19.3816,-65.1745,54,3.22
2015-03-07 03:45:48:87,19.3696,-65.2606,56,3.17
2015-03-07 04:12:14:75,19.2651,-65.0556,90,3.43
2015-03-07 06:51:07:37,18.7893,-64.3158,53,2.74
2015-03-07 15:54:07:10,18.6705,-67.152,63,2.97
2015-03-07 19:46:23:91,18.9083,-67.4333,14,2.69
2015-03-07 20:53:18:85,19.6211,-66.0608,47,3.8
2015-03-07 21:02:13:34,19.554,-65.9988,105,3.07
2015-03-07 21:25:18:70,19.7205,-66.1946,68,3.2
2015-03-07 22:35:58:77,19.5306,-65.9991,80,3.18
2015-03-08 02:54:56:96,19.6241,-66.0241,91,3.72
2015-03-08 03:37:45:92,19.5583,-66.0253,59,3.56
2015-03-08 03:42:52:89,19.0996,-66.5625,36,2.64
2015-03-08 03:58:13:29,19.8866,-66.0293,60,3.62
2015-03-08 04:26:49:32,17.8973,-66.9841,15,1.89
2015-03-08 05:48:07:21,19.59,-66.2643,139,3.5
2015-03-08 11:03:07:27,19.6531,-66.0108,77,3.72
2015-03-08 13:54:56:23,18.5731,-66.1225,72,2.46
2015-03-08 15:20:41:09,18.7355,-68.2661,173,3.41
2015-03-08 16:25:49:00,19.644,-65.9963,37,2.99
2015-03-08 16:29:14:57,18.3618,-67.4423,15,2.42
2015-03-08 23:45:08:42,19.7036,-66.06,45,3.44
2015-03-09 05:48:56:56,19.7346,-66.0386,44,3.43
2015-03-09 15:29:26:64,18.5621,-65.7015,87,3.07
2015-03-09 21:09:13:43,19.754,-66.2928,128,3.42
2015-03-10 01:04:47:78,19.3253,-65.1213,49,3
2015-03-10 03:29:20:85,19.6053,-66.0668,43,2.89
2015-03-10 05:33:14:68,18.8656,-64.3605,30,2.49
2015-03-10 06:13:47:27,19.4538,-66.3548,95,3.14
2015-03-10 06:58:12:38,19.7083,-66.0935,56,3.16
2015-03-10 07:48:51:43,17.886,-67.1503,13,1.86
2015-03-10 10:06:36:93,19.3701,-66.1173,28,3.16
2015-03-10 20:36:52:64,18.9938,-64.8943,34,3.19
2015-03-10 23:26:28:15,18.4475,-64.856,98,3.02
2015-03-12 05:36:56:82,19.0126,-66.4596,19,2.6
2015-03-12 06:59:56:99,18.0725,-66.0188,19,1.75
2015-03-12 09:42:31:14,18.1695,-67.0661,36,1.97
2015-03-12 18:22:21:02,19.0388,-66.7805,47,2.94
2015-03-12 18:29:36:37,18.241,-67.0395,7,2.01
2015-03-12 18:48:52:21,17.8971,-66.7756,6,1.76
2015-03-12 20:35:31:71,19.1458,-66.847,21,3.18
2015-03-12 20:35:31:36,19.1478,-66.9101,18,3.17
2015-03-13 02:46:41:37,18.8605,-66.1181,66,0
2015-03-13 03:43:13:09,19.302,-65.6916,43,2.94
2015-03-13 05:51:15:43,18.008,-66.7806,11,1.88
2015-03-13 12:40:06:79,18.5438,-64.9941,96,2.87
2015-03-13 16:05:10:01,18.6463,-64.7496,24,3.07
2015-03-13 22:11:48:28,19.2096,-66.5406,24,2.64
2015-03-13 22:56:40:37,18.8178,-66.1625,43,2.57
2015-03-14 15:44:34:62,18.0833,-65.0385,9,0
2015-03-15 04:21:30:33,18.1016,-65.7095,12,1.18
